Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Cargo Weight LBS,Cargo Metric TONS
201910,Icelandair EHF,FI,Icelandair EHF,FI,International,Europe,Deplaned,Cargo,Passenger,"53,963",24.4776168
201910,Icelandair EHF,FI,Icelandair EHF,FI,International,Europe,Enplaned,Cargo,Passenger,"40,858",18.5331888
201910,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,"1,017,175",461.39058
201910,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,"203,292",92.2132512
201910,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,"752,618",341.3875248
201910,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,"22,447",10.1819592
201910,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,"950,456",431.1268416
201910,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,"37,456",16.9900416
201910,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,"344,884",156.4393824
201910,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,851,0.3860136
201910,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Cargo,Freighter,"4,260,003","1,932.337361"
201910,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Enplaned,Cargo,Freighter,"2,193,172",994.8228192
201910,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,"589,757",267.5137752
201910,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,"1,554,285",705.023676
201910,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,"49,728",22.5566208
201910,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,"204,449",92.7380664
201910,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,"1,001,486",454.2740496
201910,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,"267,041",121.1297976
201910,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,"299,548",135.8749728
201910,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,"18,472",8.3788992
201910,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,"592,678",268.8387408
201910,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,"24,138",10.9489968
201910,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,"322,089",146.0995704
201910,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,"278,241",126.2101176
201910,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,"7,942",3.6024912
201910,Norwegian Air Shuttle ASA,DY,Norwegian Air Shuttle ASA,DY,International,Europe,Deplaned,Cargo,Passenger,"36,040",16.347744
201910,Norwegian Air UK Ltd,DI,Norwegian Air UK Ltd,DI,International,Europe,Deplaned,Cargo,Passenger,"47,035",21.335076
201910,Norwegian Air UK Ltd,DI,Norwegian Air UK Ltd,DI,International,Europe,Enplaned,Cargo,Passenger,"22,919",10.3960584
201910,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,"960,961",435.8919096
201910,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,"53,038",24.0580368
201910,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,"151,999",68.9467464
201910,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,"444,133",201.4587288
201910,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Mail,Passenger,"172,918",78.4356048
201910,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,"116,859",53.0072424
201910,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,"24,005",10.888668
201910,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Cargo,Passenger,"702,371",318.5954856
201910,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Express,Passenger,"7,167",3.2509512
201910,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Mail,Passenger,"29,852",13.5408672
201910,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Cargo,Passenger,"381,073",172.8547128
201910,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Express,Passenger,"3,888",1.7635968
201910,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Mail,Passenger,"43,549",19.7538264
201910,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,"1,704,540",773.179344
201910,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Express,Passenger,"3,726",1.6901136
201910,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,"64,544",29.2771584
201910,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,"761,016",345.1968576
201910,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Express,Passenger,"9,319",4.2270984
201910,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,"2,512",1.1394432
201910,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,400,0.18144
201910,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,"5,739",2.6032104
201910,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,615,0.278964
201910,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,"16,605",7.532028
201910,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,"307,420",139.445712
201910,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,"217,301",98.5677336
201910,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Cargo,Passenger,"11,269",5.1116184
201910,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,"19,613",8.8964568
201910,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Cargo,Passenger,"16,484",7.4771424
201910,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,"23,651",10.7280936
201910,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Cargo,Passenger,"899,428",407.9805408
201910,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Mail,Passenger,"6,805",3.086748
201910,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Cargo,Passenger,"364,702",165.4288272
201910,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Mail,Passenger,"17,429",7.9057944
201910,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,"32,893",14.9202648
201910,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Mail,Passenger,"5,659",2.5669224
201910,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,"3,527",1.5998472
201910,TAP Air Portugal,TP,TAP Air Portugal,TP,International,Europe,Deplaned,Cargo,Passenger,"103,023",46.7312328
201910,TAP Air Portugal,TP,TAP Air Portugal,TP,International,Europe,Enplaned,Cargo,Passenger,"52,832",23.9645952
201910,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Cargo,Passenger,"601,780",272.967408
201910,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Cargo,Passenger,"535,427",242.8696872
201910,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,"3,250,762","1,474.545643"
201910,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Express,Passenger,"38,990",17.685864
201910,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,"2,086,221",946.3098456
201910,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,"6,670,198","3,025.601813"
201910,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Express,Passenger,"88,784",40.2724224
201910,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,"2,025,146",918.6062256
201910,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Cargo,Passenger,"10,587,041","4,802.281798"
201910,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Express,Passenger,"1,472",0.6676992
201910,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Mail,Passenger,"534,861",242.6129496
201910,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Cargo,Passenger,"3,954,990","1,793.983464"
201910,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Express,Passenger,"7,118",3.2287248
201910,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Mail,Passenger,"942,722",427.6186992
201910,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Cargo,Passenger,"859,433",389.8388088
201910,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,22,0.0099792
201910,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Cargo,Passenger,"608,980",276.233328
201910,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Express,Passenger,295,0.133812
201910,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,"201,361",91.3373496
201910,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Cargo,Passenger,797,0.3615192
201910,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Express,Passenger,2,0.0009072
201910,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Cargo,Passenger,"55,573",25.2079128
201910,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Express,Passenger,285,0.129276
201910,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Mail,Passenger,"24,739",11.2216104
201910,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Cargo,Passenger,"3,143,725","1,425.99366"
201910,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Express,Passenger,100,0.04536
201910,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Mail,Passenger,"418,973",190.0461528
201910,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Cargo,Passenger,"1,152,020",522.556272
201910,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Express,Passenger,"3,720",1.687392
201910,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Mail,Passenger,"126,985",57.600396
201910,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Cargo,Passenger,"17,113",7.7624568
201910,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Express,Passenger,372,0.1687392
201910,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Cargo,Passenger,"3,376",1.5313536
201910,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Express,Passenger,129,0.0585144
201910,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Mail,Passenger,"64,548",29.2789728
201910,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Cargo,Passenger,"372,679",169.0471944
201910,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Express,Passenger,"10,190",4.622184
201910,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Cargo,Passenger,"222,257",100.8157752
201910,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Express,Passenger,"4,913",2.2285368
201910,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Mail,Passenger,"69,723",31.6263528
201910,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,"409,131",185.5818216
201910,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,"197,306",89.4980016
201911,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Cargo,Passenger,"192,137",87.1533432
201911,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Cargo,Passenger,"202,911",92.0404296
201911,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,"82,319",37.3398984
201911,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,"2,921",1.3249656
201911,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Mail,Passenger,"30,651",13.9032936
201911,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,"175,497",79.6054392
201911,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,"20,485",9.291996
201911,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,"908,595",412.138692
201911,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,"214,661",97.3702296
201911,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,"385,187",174.7208232
201911,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,"747,480",339.056928
201911,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,"16,617",7.5374712
201911,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,"286,729",130.0602744
201911,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Cargo,Passenger,"557,752",252.9963072
201911,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Express,Passenger,"10,860",4.926096
201911,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Cargo,Passenger,"235,388",106.7719968
201911,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,"342,656",155.4287616
201911,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,"61,782",28.0243152
201911,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,"271,198",123.0154128
201911,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,"37,194",16.8711984
201911,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Deplaned,Cargo,Passenger,"23,050",10.45548
201911,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Enplaned,Cargo,Passenger,"8,943",4.0565448
201911,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,"244,987",111.1261032
201911,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,"13,137",5.9589432
201911,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Mail,Passenger,"16,266",7.3782576
201911,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,"278,072",126.1334592
201911,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,"4,768",2.1627648
201911,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,"121,945",55.314252
201911,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,"2,589",1.1743704
201911,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,"1,052,929",477.6085944
201911,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,"248,920",112.910112
201911,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,"421,143",191.0304648
201911,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,"196,055",88.930548
201911,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,"276,449",125.3972664
201911,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,"275,518",124.9749648
201911,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,"427,038",193.7044368
201911,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,"613,288",278.1874368
201911,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,"456,376",207.0121536
201911,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,"12,125",5.4999
201911,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,"65,470",29.697192
201911,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,"1,085,520",492.391872
201911,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,"152,703",69.2660808
201911,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Deplaned,Cargo,Freighter,"1,252,116",567.9598176
201911,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,International,Asia,Enplaned,Cargo,Freighter,"1,479,143",670.9392648
201911,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,"763,572",346.3562592
201911,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,"193,994",87.9956784
201911,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,"717,519",325.4666184
201911,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,"16,878",7.6558608
201911,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Cargo,Passenger,"12,837",5.8228632
201911,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Cargo,Passenger,"11,813",5.3583768
201911,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,"1,417,019",642.7598184
201911,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,"418,157",189.6760152
201911,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,"324,339",147.1201704
201911,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,"829,638",376.3237968
201911,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Passenger,"467,861",212.2217496
201911,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,"187,868",85.2169248
201911,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,"336,389",152.5860504
201911,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,"1,459,955",662.235588
201911,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,"211,105",95.757228
201911,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Passenger,"32,434",14.7120624
201911,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Cargo,Passenger,"664,433",301.3868088
201911,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Cargo,Passenger,"358,920",162.806112
201911,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Cargo,Passenger,"172,662",78.3194832
201911,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Mail,Passenger,"60,374",27.3856464
201911,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Cargo,Passenger,"154,931",70.2767016
201911,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,355,0.161028
201911,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,245,0.111132
201911,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,"346,895",157.351572
201911,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,"572,161",259.5322296
201911,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,"243,882",110.6248752
201911,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,"981,959",445.4166024
201911,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,"2,784,625","1,263.1059"
201911,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Express,Passenger,"2,026",0.9189936
201911,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,"284,419",129.0124584
201911,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,"907,563",411.6705768
201911,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Express,Passenger,"8,557",3.8814552
201911,El Al Israel Airlines LTD.,LY,El Al Israel Airlines LTD.,LY,International,Middle East,Deplaned,Cargo,Passenger,"87,432",39.6591552
201911,El Al Israel Airlines LTD.,LY,El Al Israel Airlines LTD.,LY,International,Middle East,Enplaned,Cargo,Passenger,"5,939",2.6939304
201911,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Cargo,Passenger,"520,439",236.0711304
201911,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Cargo,Passenger,"378,893",171.8658648
201911,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,"2,639,900","1,197.45864"
201911,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,"2,767,331","1,255.261342"
201911,Finnair,AY,Finnair,AY,International,Europe,Deplaned,Cargo,Passenger,"108,995",49.440132
201911,Finnair,AY,Finnair,AY,International,Europe,Enplaned,Cargo,Passenger,"24,325",11.03382
201911,French Bee,BF,French Bee,BF,International,Australia / Oceania,Deplaned,Cargo,Passenger,"1,265",0.573804
201911,French Bee,BF,French Bee,BF,International,Australia / Oceania,Deplaned,Mail,Passenger,"1,560",0.707616
201911,French Bee,BF,French Bee,BF,International,Australia / Oceania,Enplaned,Cargo,Passenger,"22,119",10.0331784
201911,French Bee,BF,French Bee,BF,International,Europe,Deplaned,Mail,Passenger,968,0.4390848
201911,French Bee,BF,French Bee,BF,International,Europe,Enplaned,Cargo,Passenger,"38,801",17.6001336
201911,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,"206,550",93.69108
201911,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,"642,850",291.59676
201911,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,"9,491",4.3051176
201911,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,444,0.2013984
201911,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,488,0.2213568
201911,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,40,0.018144
201911,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,"3,587",1.6270632
201911,Iberia,IB,Iberia,IB,International,Europe,Deplaned,Cargo,Passenger,"6,642",3.0128112
201911,Icelandair EHF,FI,Icelandair EHF,FI,International,Europe,Deplaned,Cargo,Passenger,"44,096",20.0019456
201911,Icelandair EHF,FI,Icelandair EHF,FI,International,Europe,Enplaned,Cargo,Passenger,435,0.197316
201911,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,"940,398",426.5645328
201911,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,"269,123",122.0741928
201911,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,"688,138",312.1393968
201911,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,"25,812",11.7083232
201911,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,"770,517",349.5065112
201911,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,"41,259",18.7150824
201911,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,"337,545",153.110412
201911,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Cargo,Freighter,"3,969,991","1,800.787918"
201911,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Enplaned,Cargo,Freighter,"1,931,245",876.012732
201911,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,"744,539",337.7228904
201911,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,"1,139,943",517.0781448
201911,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,"5,131",2.3274216
201911,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,"50,363",22.8446568
201911,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,"20,003",9.0733608
201911,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,"433,644",196.7009184
201911,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,"868,616",394.0042176
201911,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,"250,173",113.4784728
201911,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,"940,090",426.424824
201911,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,"32,943",14.9429448
201911,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,"818,363",371.2094568
201911,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,"30,889",14.0112504
201911,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,"380,868",172.7617248
201911,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Mail,Freighter,"13,090",5.937624
201911,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,"333,440",151.248384
201911,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,"14,183",6.4334088
201911,Norwegian Air Shuttle ASA,DY,Norwegian Air Shuttle ASA,DY,International,Europe,Deplaned,Cargo,Passenger,"153,027",69.4130472
201911,Norwegian Air UK Ltd,DI,Norwegian Air UK Ltd,DI,International,Europe,Deplaned,Cargo,Passenger,"148,625",67.4163
201911,Norwegian Air UK Ltd,DI,Norwegian Air UK Ltd,DI,International,Europe,Enplaned,Cargo,Passenger,"10,970",4.975992
